from_symbol,to_symbol
Mapk10,Pcyt1b
Mapk10,Pla2g4a
Mapk10,Pla2g4b
Mapk10,Pla2g4c
Mapk10,Pla2g4f
Mapk10,Pla2g4e
Mapk10,Pla2g4d
Mapk10,Bcl2
Mapk10,Bcl2l1
Mapk10,Src
Mapk10,Il6
Mapk10,Foxo3
Mapk10,Esr1
Mapk10,Esr2
Mapk10,Ncoa3
Mapk10,Med1
Mapk10,Carm1
Mapk10,Mapk11
Mapk10,Mapk13
Mapk10,Mapk14
Mapk10,Mapk12
Mapk10,Mapk10
Mapk10,Mapk8
Mapk10,Mapk9
Mapk10,Trp53
Mapk10,Nfkb1
Mapk10,Rela
Mapk10,Bad
Mapk10,Apaf1
Mapk10,Elk1
Mapk10,Il1a
Mapk10,Il1b
Mapk10,Tnf
Mapk10,Mapk8ip3
Mapk10,Crk
Mapk10,Crkl
Mapk10,Foxo4
Mapk10,Nfatc1
Mapk10,Nfatc3
Mapk10,Irs1
Mapk10,Irs3
Mapk10,Irs4
Mapk10,Irs2
Mapk10,Il18
Mapk10,Il23a
Mapk10,Il12a
Mapk10,Il12b
Mapk10,Foxo6
Mapk10,Foxo1
Mapk10,Smad4
Mapk10,Bid
Mapk10,Smad3
Mapk10,Sp1
Mapk10,Jun
Mapk10,Bax
Mapk10,Itch
Mapk10,Fos
Mapk10,Egr1
Mapk10,Fosb
Mapk10,Fosl1
Mapk10,Fosl2
Mapk10,Junb
Mapk10,Jund
Mapk10,Trpv1
Mapk10,Kif5a
Mapk10,Kif5b
Mapk10,Kif5c
Mapk10,Fth1
Mapk10,Ftl1
Mapk10,Klc1
Mapk10,Klc2
Mapk10,Klc3
Mapk10,Klc4
Mapk8,Nos2
Mapk8,Pcyt1a
Mapk8,Pcyt1b
Mapk8,Pla2g4a
Mapk8,Pla2g4b
Mapk8,Pla2g4c
Mapk8,Pla2g4f
Mapk8,Pla2g4e
Mapk8,Pla2g4d
Mapk8,Bcl2
Mapk8,Bcl2l1
Mapk8,Src
Mapk8,Il6
Mapk8,Foxo3
Mapk8,Esr1
Mapk8,Esr2
Mapk8,Ncoa3
Mapk8,Med1
Mapk8,Carm1
Mapk8,Mapk11
Mapk8,Mapk13
Mapk8,Mapk14
Mapk8,Mapk12
Mapk8,Mapk10
Mapk8,Mapk8
Mapk8,Mapk9
Mapk8,Trp53
Mapk8,Nfkb1
Mapk8,Rela
Mapk8,Bad
Mapk8,Apaf1
Mapk8,Elk1
Mapk8,Il1a
Mapk8,Il1b
Mapk8,Tnf
Mapk8,Mapk8ip3
Mapk8,Crk
Mapk8,Crkl
Mapk8,Foxo4
Mapk8,Nfatc1
Mapk8,Nfatc3
Mapk8,Irs1
Mapk8,Irs3
Mapk8,Irs4
Mapk8,Irs2
Mapk8,Il18
Mapk8,Il23a
Mapk8,Il12a
Mapk8,Il12b
Mapk8,Foxo6
Mapk8,Foxo1
Mapk8,Smad4
Mapk8,Bid
Mapk8,Smad3
Mapk8,Sp1
Mapk8,Jun
Mapk8,Bax
Mapk8,Itch
Mapk8,Fos
Mapk8,Egr1
Mapk8,Fosb
Mapk8,Fosl1
Mapk8,Fosl2
Mapk8,Junb
Mapk8,Jund
Mapk8,Trpv1
Mapk8,Kif5a
Mapk8,Kif5b
Mapk8,Kif5c
Mapk8,Fth1
Mapk8,Ftl1
Mapk8,Klc1
Mapk8,Klc2
Mapk8,Klc3
Mapk8,Klc4
Mapk9,Nos2
Mapk9,Pcyt1a
Mapk9,Pcyt1b
Mapk9,Pla2g4a
Mapk9,Pla2g4b
Mapk9,Pla2g4c
Mapk9,Pla2g4f
Mapk9,Pla2g4e
Mapk9,Pla2g4d
Mapk9,Bcl2
Mapk9,Bcl2l1
Mapk9,Src
Mapk9,Il6
Mapk9,Foxo3
Mapk9,Esr1
Mapk9,Esr2
Mapk9,Ncoa3
Mapk9,Med1
Mapk9,Carm1
Mapk9,Mapk11
Mapk9,Mapk13
Mapk9,Mapk14
Mapk9,Mapk12
Mapk9,Mapk10
Mapk9,Mapk8
Mapk9,Mapk9
Mapk9,Trp53
Mapk9,Nfkb1
Mapk9,Rela
Mapk9,Bad
Mapk9,Apaf1
Mapk9,Elk1
Mapk9,Il1a
Mapk9,Il1b
Mapk9,Tnf
Mapk9,Mapk8ip3
Mapk9,Crk
Mapk9,Crkl
Mapk9,Foxo4
Mapk9,Nfatc1
Mapk9,Nfatc3
Mapk9,Irs1
Mapk9,Irs3
Mapk9,Irs4
Mapk9,Irs2
Mapk9,Il18
Mapk9,Il23a
Mapk9,Il12a
Mapk9,Il12b
Mapk9,Foxo6
Mapk9,Foxo1
Mapk9,Smad4
Mapk9,Bid
Mapk9,Smad3
Mapk9,Sp1
Mapk9,Jun
Mapk9,Bax
Mapk9,Itch
Mapk9,Fos
Mapk9,Egr1
Mapk9,Fosb
Mapk9,Fosl1
Mapk9,Fosl2
Mapk9,Junb
Mapk9,Jund
Mapk9,Trpv1
Mapk9,Kif5a
Mapk9,Kif5b
Mapk9,Kif5c
Mapk9,Fth1
Mapk9,Ftl1
Mapk9,Klc1
Mapk9,Klc2
Mapk9,Klc3
Mapk9,Klc4
Gm5741,Adcy4
Gm5741,Adcy3
Gm5741,Adcy6
Gm5741,Adcy7
Gm5741,Adcy8
Gm5741,Adcy9
Gm5741,Adcy2
Gm5741,Adcy5
Gm5741,Adcy10
Gm5741,Adcy1
Gm5741,Plcb1
Gm5741,Plcb2
Gm5741,Plcb3
Gm5741,Plcb4
Gm5741,Plcg1
Gm5741,Plcg2
Gm5741,Pik3ca
Gm5741,Pik3cd
Gm5741,Pik3cg
Gm5741,Pik3cb
Gm5741,Mapk1
Gm5741,Mapk3
Gm5741,Hras
Gm5741,Kras
Gm5741,Nras
Gm5741,Pik3r1
Gm5741,Pik3r2
Gm5741,Pik3r3
Gm5741,Mapk11
Gm5741,Mapk13
Gm5741,Mapk14
Gm5741,Mapk12
Gm5741,Mapk10
Gm5741,Mapk8
Gm5741,Mapk9
Gm5741,Rasgrf1
Gm5741,Rasgrf2
Gm5741,Rasa2
Gm5741,Mras
Gm5741,Rras
Gm5741,Rras2
Gm5741,Cacna1a
Gm5741,Cacna1b
Gm5741,Cacna1c
Gm5741,Cacna1d
Gm5741,Cacna1s
Gm5741,Cacna1f
Gm5741,Rac3
Gm5741,Rac1
Gm5741,Rac2
Gm5741,Pak1
Gm5741,Pak2
Gm5741,Pak3
Gm5741,Pak6
Gm5741,Pak7
Gm5741,Pak4
Gm5741,Rhoa
Gm5741,4930544G11Rik
Gm5741,Camk4
Gm5741,Pik3r6
Gm5741,Pik3r5
Gm5741,Prkce
Gm5741,Prex1
Gm5741,Prkaa1
Gm5741,Prkaa2
Gm5741,Prkab2
Gm5741,Prkag2
Gm5741,Prkab1
Gm5741,Prkag1
Gm5741,Prkag3
Gm5741,Kcnj3
Gm5741,Fgd1
Gm5741,Fgd3
Gm5741,Kcnj5
Gm5741,Kcnj6
Gm5741,Kcnj9
Gm5741,Scn1a
Gng12,Adcy4
Gng12,Adcy3
Gng12,Adcy6
Gng12,Adcy7
Gng12,Adcy8
Gng12,Adcy9
Gng12,Adcy2
Gng12,Adcy5
Gng12,Adcy10
Gng12,Adcy1
Gng12,Plcb1
Gng12,Plcb2
Gng12,Plcb3
Gng12,Plcb4
Gng12,Plcg1
Gng12,Plcg2
Gng12,Pik3ca
Gng12,Pik3cd
Gng12,Pik3cg
Gng12,Pik3cb
Gng12,Mapk1
Gng12,Mapk3
Gng12,Hras
Gng12,Kras
Gng12,Nras
Gng12,Pik3r1
Gng12,Pik3r2
Gng12,Pik3r3
Gng12,Mapk11
Gng12,Mapk13
Gng12,Mapk14
Gng12,Mapk12
Gng12,Mapk10
Gng12,Mapk8
Gng12,Mapk9
Gng12,Rasgrf1
Gng12,Rasgrf2
Gng12,Rasa2
Gng12,Mras
Gng12,Rras
Gng12,Rras2
Gng12,Cacna1a
Gng12,Cacna1b
Gng12,Cacna1c
Gng12,Cacna1d
Gng12,Cacna1s
Gng12,Cacna1f
Gng12,Rac3
Gng12,Rac1
Gng12,Rac2
Gng12,Pak1
Gng12,Pak2
Gng12,Pak3
Gng12,Pak6
Gng12,Pak7
Gng12,Pak4
Gng12,Rhoa
Gng12,4930544G11Rik
Gng12,Camk4
Gng12,Pik3r6
Gng12,Pik3r5
Gng12,Prkce
Gng12,Prex1
Gng12,Prkaa1
Gng12,Prkaa2
Gng12,Prkab2
Gng12,Prkag2
Gng12,Prkab1
Gng12,Prkag1
Gng12,Prkag3
Gng12,Kcnj3
Gng12,Fgd1
Gng12,Fgd3
Gng12,Kcnj5
Gng12,Kcnj6
Gng12,Kcnj9
Gng12,Scn1a
Cacna1a,Rasgrf1
Cacna1a,Rasgrf2
Cacna1a,Rasgrp2
Cacna1a,Rasgrp1
Cacna1a,Rasgrp4
Cacna1a,Rasgrp3
Cacna1a,Ins1
Cacna1a,Ins2
Cacna1b,Rasgrf1
Cacna1b,Rasgrf2
Cacna1b,Rasgrp2
Cacna1b,Rasgrp1
Cacna1b,Rasgrp4
Cacna1b,Rasgrp3
Cacna1b,Ins1
Cacna1b,Ins2
Cacna1c,Nos1
Cacna1c,Rasgrf1
Cacna1c,Rasgrf2
Cacna1c,Rasgrp2
Cacna1c,Rasgrp1
Cacna1c,Rasgrp4
Cacna1c,Rasgrp3
Cacna1c,Ins1
Cacna1c,Ins2
Cacna1c,Calm1
Cacna1c,Calm2
Cacna1c,Calm3
Cacna1c,Calm5
Cacna1c,Calml3
Cacna1c,Calml4
Cacna1c,Calm4
Cacna1d,Nos1
Cacna1d,Rasgrf1
Cacna1d,Rasgrf2
Cacna1d,Rasgrp2
Cacna1d,Rasgrp1
Cacna1d,Rasgrp4
Cacna1d,Rasgrp3
Cacna1d,Ins1
Cacna1d,Ins2
Cacna1d,Calm1
Cacna1d,Calm2
Cacna1d,Calm3
Cacna1d,Calm5
Cacna1d,Calml3
Cacna1d,Calml4
Cacna1d,Calm4
Cacna1s,Rasgrf1
Cacna1s,Rasgrf2
Cacna1s,Rasgrp2
Cacna1s,Rasgrp1
Cacna1s,Rasgrp4
Cacna1s,Rasgrp3
Cacna1f,Rasgrf1
Cacna1f,Rasgrf2
Cacna1f,Rasgrp2
Cacna1f,Rasgrp1
Cacna1f,Rasgrp4
Cacna1f,Rasgrp3
Gnb1,Adcy4
Gnb1,Adcy3
Gnb1,Adcy6
Gnb1,Adcy7
Gnb1,Adcy8
Gnb1,Adcy9
Gnb1,Adcy2
Gnb1,Adcy5
Gnb1,Adcy10
Gnb1,Adcy1
Gnb1,Pde6b
Gnb1,Pde6g
Gnb1,Pde6a
Gnb1,Plcb1
Gnb1,Plcb2
Gnb1,Plcb3
Gnb1,Plcb4
Gnb1,Plcg1
Gnb1,Plcg2
Gnb1,Pik3ca
Gnb1,Pik3cd
Gnb1,Pik3cg
Gnb1,Pik3cb
Gnb1,Mapk1
Gnb1,Mapk3
Gnb1,Hras
Gnb1,Kras
Gnb1,Nras
Gnb1,Pik3r1
Gnb1,Pik3r2
Gnb1,Pik3r3
Gnb1,Mapk11
Gnb1,Mapk13
Gnb1,Mapk14
Gnb1,Mapk12
Gnb1,Mapk10
Gnb1,Mapk8
Gnb1,Mapk9
Gnb1,Rasgrf1
Gnb1,Rasgrf2
Gnb1,Mras
Gnb1,Rras
Gnb1,Rras2
Gnb1,Cacna1a
Gnb1,Cacna1b
Gnb1,Cacna1c
Gnb1,Cacna1d
Gnb1,Cacna1s
Gnb1,Cacna1f
Gnb1,Rac3
Gnb1,Rac1
Gnb1,Rac2
Gnb1,Rhoa
Gnb1,4930544G11Rik
Gnb1,Camk4
Gnb1,Pik3r6
Gnb1,Pik3r5
Gnb1,Prkce
Gnb1,Prex1
Gnb1,Prkaa1
Gnb1,Prkaa2
Gnb1,Prkab2
Gnb1,Prkag2
Gnb1,Prkab1
Gnb1,Prkag1
Gnb1,Prkag3
Gnb1,Kcnj3
Gnb1,Kcnj5
Gnb1,Kcnj6
Gnb1,Kcnj9
Gnb1,Scn1a
Gnb2,Adcy4
Gnb2,Adcy3
Gnb2,Adcy6
Gnb2,Adcy7
Gnb2,Adcy8
Gnb2,Adcy9
Gnb2,Adcy2
Gnb2,Adcy5
Gnb2,Adcy10
Gnb2,Adcy1
Gnb2,Plcb1
Gnb2,Plcb2
Gnb2,Plcb3
Gnb2,Plcb4
Gnb2,Plcg1
Gnb2,Plcg2
Gnb2,Pik3ca
Gnb2,Pik3cd
Gnb2,Pik3cg
Gnb2,Pik3cb
Gnb2,Mapk1
Gnb2,Mapk3
Gnb2,Hras
Gnb2,Kras
Gnb2,Nras
Gnb2,Pik3r1
Gnb2,Pik3r2
Gnb2,Pik3r3
Gnb2,Mapk11
Gnb2,Mapk13
Gnb2,Mapk14
Gnb2,Mapk12
Gnb2,Mapk10
Gnb2,Mapk8
Gnb2,Mapk9
Gnb2,Rasgrf1
Gnb2,Rasgrf2
Gnb2,Mras
Gnb2,Rras
Gnb2,Rras2
Gnb2,Cacna1a
Gnb2,Cacna1b
Gnb2,Cacna1c
Gnb2,Cacna1d
Gnb2,Cacna1s
Gnb2,Cacna1f
Gnb2,Rac3
Gnb2,Rac1
Gnb2,Rac2
Gnb2,Rhoa
Gnb2,4930544G11Rik
Gnb2,Camk4
Gnb2,Pik3r6
Gnb2,Pik3r5
Gnb2,Prkce
Gnb2,Prex1
Gnb2,Prkaa1
Gnb2,Prkaa2
Gnb2,Prkab2
Gnb2,Prkag2
Gnb2,Prkab1
Gnb2,Prkag1
Gnb2,Prkag3
Gnb2,Kcnj3
Gnb2,Kcnj5
Gnb2,Kcnj6
Gnb2,Kcnj9
Gnb2,Scn1a
Gnb3,Pde1a
Gnb3,Pde1b
Gnb3,Pde1c
Gnb3,Adcy4
Gnb3,Adcy3
Gnb3,Adcy6
Gnb3,Adcy7
Gnb3,Adcy8
Gnb3,Adcy9
Gnb3,Adcy2
Gnb3,Adcy5
Gnb3,Adcy10
Gnb3,Adcy1
Gnb3,Plcb1
Gnb3,Plcb2
Gnb3,Plcb3
Gnb3,Plcb4
Gnb3,Plcg1
Gnb3,Plcg2
Gnb3,Pik3ca
Gnb3,Pik3cd
Gnb3,Pik3cg
Gnb3,Pik3cb
Gnb3,Mapk1
Gnb3,Mapk3
Gnb3,Hras
Gnb3,Kras
Gnb3,Nras
Gnb3,Pik3r1
Gnb3,Pik3r2
Gnb3,Pik3r3
Gnb3,Mapk11
Gnb3,Mapk13
Gnb3,Mapk14
Gnb3,Mapk12
Gnb3,Mapk10
Gnb3,Mapk8
Gnb3,Mapk9
Gnb3,Rasgrf1
Gnb3,Rasgrf2
Gnb3,Mras
Gnb3,Rras
Gnb3,Rras2
Gnb3,Cacna1a
Gnb3,Cacna1b
Gnb3,Cacna1c
Gnb3,Cacna1d
Gnb3,Cacna1s
Gnb3,Cacna1f
Gnb3,Rac3
Gnb3,Rac1
Gnb3,Rac2
Gnb3,Rhoa
Gnb3,4930544G11Rik
Gnb3,Camk4
Gnb3,Pik3r6
Gnb3,Pik3r5
Gnb3,Prkce
Gnb3,Prex1
Gnb3,Prkaa1
Gnb3,Prkaa2
Gnb3,Prkab2
Gnb3,Prkag2
Gnb3,Prkab1
Gnb3,Prkag1
Gnb3,Prkag3
Gnb3,Kcnj3
Gnb3,Kcnj5
Gnb3,Kcnj6
Gnb3,Kcnj9
Gnb3,Scn1a
Gnb4,Adcy4
Gnb4,Adcy3
Gnb4,Adcy6
Gnb4,Adcy7
Gnb4,Adcy8
Gnb4,Adcy9
Gnb4,Adcy2
Gnb4,Adcy5
Gnb4,Adcy10
Gnb4,Adcy1
Gnb4,Plcb1
Gnb4,Plcb2
Gnb4,Plcb3
Gnb4,Plcb4
Gnb4,Plcg1
Gnb4,Plcg2
Gnb4,Pik3ca
Gnb4,Pik3cd
Gnb4,Pik3cg
Gnb4,Pik3cb
Gnb4,Mapk1
Gnb4,Mapk3
Gnb4,Hras
Gnb4,Kras
Gnb4,Nras
Gnb4,Pik3r1
Gnb4,Pik3r2
Gnb4,Pik3r3
Gnb4,Mapk11
Gnb4,Mapk13
Gnb4,Mapk14
Gnb4,Mapk12
Gnb4,Mapk10
Gnb4,Mapk8
Gnb4,Mapk9
Gnb4,Rasgrf1
Gnb4,Rasgrf2
Gnb4,Mras
Gnb4,Rras
Gnb4,Rras2
Gnb4,Cacna1a
Gnb4,Cacna1b
Gnb4,Cacna1c
Gnb4,Cacna1d
Gnb4,Cacna1s
Gnb4,Cacna1f
Gnb4,Rac3
Gnb4,Rac1
Gnb4,Rac2
Gnb4,Rhoa
Gnb4,4930544G11Rik
Gnb4,Camk4
Gnb4,Pik3r6
Gnb4,Pik3r5
Gnb4,Prkce
Gnb4,Prex1
Gnb4,Prkaa1
Gnb4,Prkaa2
Gnb4,Prkab2
Gnb4,Prkag2
Gnb4,Prkab1
Gnb4,Prkag1
Gnb4,Prkag3
Gnb4,Kcnj3
Gnb4,Kcnj5
Gnb4,Kcnj6
Gnb4,Kcnj9
Gnb4,Scn1a
Gnb5,Adcy4
Gnb5,Adcy3
Gnb5,Adcy6
Gnb5,Adcy7
Gnb5,Adcy8
Gnb5,Adcy9
Gnb5,Adcy2
Gnb5,Adcy5
Gnb5,Adcy10
Gnb5,Adcy1
Gnb5,Plcb1
Gnb5,Plcb2
Gnb5,Plcb3
Gnb5,Plcb4
Gnb5,Plcg1
Gnb5,Plcg2
Gnb5,Pik3ca
Gnb5,Pik3cd
Gnb5,Pik3cg
Gnb5,Pik3cb
Gnb5,Mapk1
Gnb5,Mapk3
Gnb5,Hras
Gnb5,Kras
Gnb5,Nras
Gnb5,Pik3r1
Gnb5,Pik3r2
Gnb5,Pik3r3
Gnb5,Mapk11
Gnb5,Mapk13
Gnb5,Mapk14
Gnb5,Mapk12
Gnb5,Mapk10
Gnb5,Mapk8
Gnb5,Mapk9
Gnb5,Rasgrf1
Gnb5,Rasgrf2
Gnb5,Mras
Gnb5,Rras
Gnb5,Rras2
Gnb5,Cacna1a
Gnb5,Cacna1b
Gnb5,Cacna1c
Gnb5,Cacna1d
Gnb5,Cacna1s
Gnb5,Cacna1f
Gnb5,Rac3
Gnb5,Rac1
Gnb5,Rac2
Gnb5,Rhoa
Gnb5,4930544G11Rik
Gnb5,Camk4
Gnb5,Pik3r6
Gnb5,Pik3r5
Gnb5,Prkce
Gnb5,Prex1
Gnb5,Prkaa1
Gnb5,Prkaa2
Gnb5,Prkab2
Gnb5,Prkag2
Gnb5,Prkab1
Gnb5,Prkag1
Gnb5,Prkag3
Gnb5,Kcnj3
Gnb5,Kcnj5
Gnb5,Kcnj6
Gnb5,Kcnj9
Gnb5,Scn1a
Gngt1,Adcy4
Gngt1,Adcy3
Gngt1,Adcy6
Gngt1,Adcy7
Gngt1,Adcy8
Gngt1,Adcy9
Gngt1,Adcy2
Gngt1,Adcy5
Gngt1,Adcy10
Gngt1,Adcy1
Gngt1,Pde6b
Gngt1,Pde6g
Gngt1,Pde6a
Gngt1,Plcb1
Gngt1,Plcb2
Gngt1,Plcb3
Gngt1,Plcb4
Gngt1,Plcg1
Gngt1,Plcg2
Gngt1,Pik3ca
Gngt1,Pik3cd
Gngt1,Pik3cg
Gngt1,Pik3cb
Gngt1,Mapk1
Gngt1,Mapk3
Gngt1,Hras
Gngt1,Kras
Gngt1,Nras
Gngt1,Pik3r1
Gngt1,Pik3r2
Gngt1,Pik3r3
Gngt1,Mapk11
Gngt1,Mapk13
Gngt1,Mapk14
Gngt1,Mapk12
Gngt1,Mapk10
Gngt1,Mapk8
Gngt1,Mapk9
Gngt1,Rasgrf1
Gngt1,Rasgrf2
Gngt1,Mras
Gngt1,Rras
Gngt1,Rras2
Gngt1,Cacna1a
Gngt1,Cacna1b
Gngt1,Cacna1c
Gngt1,Cacna1d
Gngt1,Cacna1s
Gngt1,Cacna1f
Gngt1,Rac3
Gngt1,Rac1
Gngt1,Rac2
Gngt1,Rhoa
Gngt1,4930544G11Rik
Gngt1,Camk4
Gngt1,Pik3r6
Gngt1,Pik3r5
Gngt1,Prkce
Gngt1,Prex1
Gngt1,Prkaa1
Gngt1,Prkaa2
Gngt1,Prkab2
Gngt1,Prkag2
Gngt1,Prkab1
Gngt1,Prkag1
Gngt1,Prkag3
Gngt1,Kcnj3
Gngt1,Kcnj5
Gngt1,Kcnj6
Gngt1,Kcnj9
Gngt1,Scn1a
Gng10,Adcy4
Gng10,Adcy3
Gng10,Adcy6
Gng10,Adcy7
Gng10,Adcy8
Gng10,Adcy9
Gng10,Adcy2
Gng10,Adcy5
Gng10,Adcy10
Gng10,Adcy1
Gng10,Plcb1
Gng10,Plcb2
Gng10,Plcb3
Gng10,Plcb4
Gng10,Plcg1
Gng10,Plcg2
Gng10,Pik3ca
Gng10,Pik3cd
Gng10,Pik3cg
Gng10,Pik3cb
Gng10,Mapk1
Gng10,Mapk3
Gng10,Hras
Gng10,Kras
Gng10,Nras
Gng10,Pik3r1
Gng10,Pik3r2
Gng10,Pik3r3
Gng10,Mapk11
Gng10,Mapk13
Gng10,Mapk14
Gng10,Mapk12
Gng10,Mapk10
Gng10,Mapk8
Gng10,Mapk9
Gng10,Rasgrf1
Gng10,Rasgrf2
Gng10,Mras
Gng10,Rras
Gng10,Rras2
Gng10,Cacna1a
Gng10,Cacna1b
Gng10,Cacna1c
