avg,symbol
8.99406087001412e-18,Mylpf
8.96163902642544e-18,Csrnp2
8.92258553051469e-18,Gm20635
8.91718129794068e-18,Ptk2
8.90091447670762e-18,Apoo
8.87175272897723e-18,H2-D1
8.85906617799727e-18,Gm26737
8.85712855630323e-18,Pigr
8.84620643178209e-18,Irf1
8.79199767624559e-18,Tmem117
8.78654067324834e-18,Lig1
8.78480872089613e-18,Myo6
8.77365927762875e-18,Cd164
8.75969541178904e-18,B4galt1
8.71401246232386e-18,Leo1
8.69470389977223e-18,Sec62
8.69167027698031e-18,Mmab
8.65710576604466e-18,Gpc1
8.65016025021375e-18,Igsf3
8.64540989730708e-18,6030443J06Rik
8.62633508066861e-18,Stx16
8.60234754059046e-18,Slc25a25
8.60066971174925e-18,Ndufv1
8.59632900616652e-18,Ncoa4
8.59149307045807e-18,Gm853
8.57130229467704e-18,Nhsl2
8.49886609372127e-18,Gm29650
8.49245516384253e-18,Atp5d
8.48905620735131e-18,Ddit3
8.48852038459234e-18,4931414P19Rik
8.48614977481025e-18,Sh3d21
8.48302143587407e-18,Ccp110
8.43993370876166e-18,Actg1
8.43873013718565e-18,Phlda3
8.42655437684081e-18,Pcca
8.4256180401004e-18,Thoc3
8.42189028327981e-18,Lrrc52
8.39876466011444e-18,Fam3c
8.39306274822989e-18,Hnrnph1
8.3920540212935e-18,B930094E09Rik
8.37846834348694e-18,P3h1
8.36284559203487e-18,Smarcal1
8.34773430776181e-18,4732465J04Rik
8.34372916794731e-18,Pde5a
8.32850422430114e-18,Ppp1r1a
8.30879785394361e-18,Znrf3
8.3076544947736e-18,Spata17
8.30677904698306e-18,Rpl9-ps6
8.30347751281166e-18,Tmem52b
8.29235648438756e-18,Hmga1-rs1
8.27806652439403e-18,Trim12c
8.25371872469574e-18,BC023719
8.24527681006647e-18,Ank2
8.23700572276882e-18,Endod1
8.22920923100831e-18,Yes1
8.21153249231354e-18,Fgfr3
8.20166036390592e-18,Nisch
8.19116750648145e-18,Dbil5
8.19070576527817e-18,Git1
8.16442338833333e-18,Aebp1
8.14518789252157e-18,Inpp5e
8.13663367160696e-18,Zranb3
8.13345391533532e-18,Chd3os
8.12666141470399e-18,Peli2
8.11333079394304e-18,Rps4x
8.1105488454773e-18,Cyr61
8.0991287846549e-18,Klc1
8.09425766866429e-18,Cdhr5
8.08603089499128e-18,Gripap1
8.08585769975606e-18,Appl2
8.07418867078302e-18,Card10
8.07036755090595e-18,Gabarapl1
7.99311165129504e-18,Huwe1
7.98439370675964e-18,Stra6
7.97788261667255e-18,Xlr5c
7.95414272337024e-18,Cftr
7.95262320579873e-18,Alas2
7.92443703435423e-18,B230208H11Rik
7.90191353524881e-18,Fam219b
7.88223422664679e-18,Mtmr9
7.87553373598416e-18,Magi1
7.84388230674747e-18,Nfkb1
7.80065453505033e-18,Syne3
7.78711486222812e-18,Rac3
7.77334854720358e-18,Acy3
7.74796462054145e-18,Pvalb
7.67734967573106e-18,Pgm2l1
7.67376128695132e-18,Zfp157
7.66771298459632e-18,Zfp426
7.66163762048582e-18,Fez2
7.63064649808341e-18,Gchfr
7.62784290021326e-18,Tpp1
7.61821703378073e-18,Zfp947
7.61615222183582e-18,B4galnt3
7.615946552494e-18,Arhgef38
7.58775361561063e-18,Iqcb1
7.58365105347632e-18,Yif1b
7.57403601174599e-18,Alg13
7.56308953164489e-18,Rpl17
7.55204427613621e-18,Prickle4
7.49045577987395e-18,Serpinb9
7.48942202081372e-18,Tmem61
7.48492165087351e-18,Megf8
7.48325194055896e-18,Dgkq
7.45508065307999e-18,Phb
7.44150106416842e-18,Glt28d2
7.42544261845274e-18,Ap4m1
7.41067772465012e-18,Cisd3
7.41013648954006e-18,Gm5148
7.37486419741701e-18,Ssr1
7.35312413613341e-18,4930426D05Rik
7.34953236463423e-18,Zfp641
7.34915011733775e-18,Tnpo2
7.33800067407037e-18,Ids
7.32340356315188e-18,Mis18a
7.32045383180201e-18,Igf2bp3
7.31450565794238e-18,Vsig8
7.29590408375328e-18,Gm9726
7.2929279671918e-18,Hist1h1e
7.25870431809451e-18,Plxna1
7.25637700712122e-18,Golga2
7.19557431658439e-18,Chrna7
7.1668621322673e-18,Ethe1
7.1603673109465e-18,Cst3
7.15408898366973e-18,Akap9
7.12907850923355e-18,Iqcd
7.1246241442777e-18,Rpl3l
7.10977265285747e-18,Pdia3
7.08327378186861e-18,Aldoa
7.06842229044838e-18,Apob
7.02287194358517e-18,Cspg4
6.99842976601456e-18,Jade2
6.95430827984193e-18,Cd36
6.9430688562375e-18,Shh
6.94119079154757e-18,Ppp1r1b
6.93889390390723e-18,Irf3
6.92781482120416e-18,Clstn1
6.91939320289153e-18,Tc2n
6.86447948862417e-18,Prdm10
6.86323397132712e-18,Pkdcc
6.86020914360574e-18,Fnbp4
6.85925420190842e-18,Cyb5d1
6.76074636742879e-18,Ugt1a10
6.74313728312277e-18,Cage1
6.73712145487438e-18,Klf9
6.69282609692264e-18,Smad6
6.6194677666481e-18,Tfe3
6.60171931430124e-18,Sdr42e1
6.58990550493626e-18,Nlrx1
6.56415895075039e-18,Atp1b3
6.52216451856031e-18,Gas2l3
6.50539739312239e-18,Gm5449
6.46937244592441e-18,Bbs1
6.45903485532214e-18,Rogdi
6.42264761887236e-18,Atp9a
6.42113757291527e-18,Hus1
6.41923242532784e-18,Fam45a
6.41769531761525e-18,Notch2
6.39817837954625e-18,Rcsd1
6.37273762319756e-18,Alg10b
6.36737668943235e-18,Dll1
6.34388167330436e-18,Keg1
6.32544720545549e-18,Etfa
6.32290340043818e-18,Gm21781
6.2571793235286e-18,Gpsm3
6.25575236033221e-18,Afp
6.22025274946294e-18,Prkdc
6.20542831979821e-18,Slc4a9
6.18447169633643e-18,Cml3
6.17553590466923e-18,mt-Atp6
6.1630766724355e-18,Slc12a2
6.14461514283112e-18,Mier2
6.11747220206128e-18,Itgb5
6.10405768985828e-18,Slc38a3
6.07632750899402e-18,Ccdc114
6.07152675356772e-18,Hoxa3
6.04428909665362e-18,Syne1
6.03109649084575e-18,Ctu1
6.02896402451208e-18,Zbtb5
5.98269383495249e-18,2310043L19Rik
5.98111884078219e-18,Npr2
5.95104240571579e-18,Abtb2
5.94916161370831e-18,Slc23a2
5.94003368357703e-18,Slc25a38
5.9340584479619e-18,Acrbp
5.93261876256912e-18,Smarcb1
5.91017915490576e-18,Nat14
5.90588174813183e-18,Gm26830
5.87389475312689e-18,Manf
5.84886804163741e-18,Haus4
5.8402975836695e-18,Chml
5.83144027109326e-18,Rptor
5.82989233867847e-18,Pdcl3
5.82301865278062e-18,Evc
5.81901351296613e-18,Pkp4
5.81677888850544e-18,RP23-144N15.10
5.81492177553403e-18,Erdr1
5.80746355571731e-18,Ric1
5.79545896097603e-18,Sharpin
5.78684249802377e-18,Gpx1
5.7851572271998e-18,Ankrd34b
5.76137738609513e-18,Adar
5.75979968574929e-18,Tmod1
5.75047691097839e-18,Egr1
5.73694062087562e-18,Prmt10
5.72712193943513e-18,Hyal3
5.71827883428053e-18,Ces1d
5.70658815590309e-18,Hmgcs2
5.69831808342127e-18,Amdhd2
5.69770107539579e-18,H2-Aa
5.68820781156522e-18,Znfx1
5.67025774913986e-18,Fkbpl
5.65084364574177e-18,Dtx4
5.60486166387829e-18,Capg
5.59689062379478e-18,Amer1
5.59538328401324e-18,Slc41a2
5.58643463801218e-18,Psmb8
5.58112985738964e-18,G0s2
5.57169071707008e-18,Adat1
5.5674447276316e-18,Angel1
5.55339020491095e-18,Ube2l6
5.54016918425979e-18,Per3
5.53754960632707e-18,Tsc1
5.53062179691822e-18,Tnip1
5.5268389017708e-18,Aplf
5.50919429891068e-18,Runx1t1
5.50061301624057e-18,Blm
5.48976666463484e-18,Epdr1
5.46138158928739e-18,Pgm5
5.45128248040549e-18,AI427809
5.4492416857686e-18,Acot1
5.41321707684256e-18,Abcc2
5.39130382032374e-18,Ppp4r4
5.3826318807727e-18,Zfp185
5.35530492006543e-18,Abhd3
5.31815454211046e-18,Mrpl22
5.31498290436547e-18,3110056K07Rik
5.30841231012926e-18,Utp20
5.30820664078743e-18,Ccdc149
5.29094665312741e-18,Agt
5.27780005230389e-18,Sectm1b
5.21559319492838e-18,A730020M07Rik
5.20953677404673e-18,Mreg
5.20256837200462e-18,Gm10941
5.18737590246505e-18,Cox6a2
5.18479827025336e-18,2810425M01Rik
5.16298243605435e-18,Isg20l2
5.16259071714344e-18,Smpdl3b
5.14786032707909e-18,Pld1
5.13346888550242e-18,4930461G14Rik
5.12817019377486e-18,Alg2
5.11945901467834e-18,Fgfr1
5.11044203774463e-18,Gm11788
5.08925538936107e-18,Ap3b1
5.08777781751059e-18,Gm26526
5.08152655198932e-18,mt-Nd2
5.07742398985501e-18,Kng2
5.0659768672771e-18,2510017J16Rik
5.06189121873999e-18,Slc22a7
5.03623599797894e-18,Ngdn
5.02315434536863e-18,Ikbkap
5.02095151847066e-18,Reep5
5.01271933244655e-18,Fbxw4
4.99079389813775e-18,Rasa1
4.97290066539894e-18,Ptgds
4.96174039742937e-18,Crebzf
4.94883194005428e-18,Fchsd1
4.94052398111476e-18,Slc26a1
4.90767100993371e-18,Zfp512b
4.90449937218872e-18,Zfp830
4.90230195764185e-18,Kctd12
4.90217206121543e-18,Cyp27b1
4.8848308882889e-18,BC035947
4.88044688389736e-18,Ythdf2
4.86443714934159e-18,Plk4
4.86315983448183e-18,1700016C15Rik
4.85320652080771e-18,Bmp2k
4.81152059263037e-18,Tspyl2
4.78728949675269e-18,Brwd1
4.77661634038217e-18,Gm11837
4.77604669042883e-18,Slc25a47
4.76506097078225e-18,Recql5
4.76256587692484e-18,Uqcrc1
4.72287440012811e-18,Wnt5a
4.71723202410566e-18,Tmem205
4.69906817381182e-18,Ubn2
4.69735888567985e-18,Slc29a1
4.69074668399455e-18,Sox4
4.69038676264636e-18,Cers2
4.68778883411804e-18,Ccdc66
4.6818027738007e-18,Apom
4.65410236086749e-18,Cyp2f2
4.6478385792843e-18,Ccdc103
4.64695805741461e-18,Adamts1
4.63557047069881e-18,Zfp51
4.61634309341369e-18,Mras
4.61611712775524e-18,Pde3b
4.61265457613858e-18,Fabp5
4.59302939104757e-18,Abhd2
4.5776407237806e-18,Lonrf3
4.57519028181977e-18,Ehhadh
4.56617330488606e-18,Klk1
4.56462537247127e-18,Fbxo25
4.56020889397313e-18,Abcd4
4.53986657236127e-18,Pomgnt2
4.53501981195062e-18,Spred2
4.51256126105841e-18,Ddx19b
4.50201529493876e-18,Gm13572
4.49811671078656e-18,Tnfaip3
4.49070077496282e-18,Ift81
4.47606848376217e-18,Kcnip2
4.46968907660019e-18,Fbp1
4.46555245470954e-18,Rxrg
4.4556666262882e-18,Bak1
4.44174335308174e-18,Sod3
4.4259879990277e-18,Btbd3
4.4073424494859e-18,Sh2d3c
4.38856970969324e-18,Gm10101
4.36647649250032e-18,Mfsd5
4.36583512889489e-18,Accs
4.35884727621602e-18,Rgs2
4.34816380255122e-18,Scnn1b
4.34595556330214e-18,Jph1
4.34261073032193e-18,Clec2d
4.33888703276467e-18,Rif1
4.32235771250324e-18,Afm
4.31740270507058e-18,Man2a2
4.30667271901351e-18,Susd6
4.30395842493652e-18,Tnfrsf25
4.30113047148642e-18,Agk
4.29348281938118e-18,Supt16
4.28614502437645e-18,Hba-a2
4.28331842401413e-18,Klhl13
4.2716872814988e-18,Cul4a
4.25449765440308e-18,Gstm7
4.24414923909861e-18,Hunk
4.23775725244872e-18,Mief2
4.20024424697e-18,Zer1
4.19808471888084e-18,Gm14327
4.19166025812434e-18,Ift88
4.18127936871327e-18,Gldc
4.15580343208243e-18,Med16
4.15462895189358e-18,Dhx32
4.13723061100855e-18,Ifitm3
4.13690891439e-18,Ifi27l2a
4.13550170310383e-18,Nudt7
4.13172523512334e-18,Avpr2
4.11799815964427e-18,Klhdc1
4.11602806384363e-18,Spata7
4.10800695951244e-18,Dcaf10
4.09083898182113e-18,Hhatl
4.07047894321622e-18,Tm4sf1
4.06664036005005e-18,Cyp4a12a
4.06021150175829e-18,Aldh3b2
4.0536858976906e-18,Igsf8
4.04878636685673e-18,Ces1h
4.044541899642e-18,Tspan15
4.034136485515e-18,Ier5l
4.03004779253039e-18,Plk2
4.01150473938756e-18,Cgn
4.00124698096402e-18,5730422E09Rik
3.97656260068166e-18,Celsr2
3.95748879885902e-18,Tspan13
3.95500858896714e-18,Gpx6
3.94494093937601e-18,Megf9
3.94260009752498e-18,4932438A13Rik
3.92779596417688e-18,Shcbp1
3.92021867263595e-18,Dimt1
3.88938315532767e-18,Kifc5b
3.88519128940021e-18,Ubr4
3.86865114443657e-18,Prr5l
3.8599913826755e-18,Trappc9
3.84961319943998e-18,1700029J07Rik
3.84909631990986e-18,Parp8
3.83491020940307e-18,Gm20939
3.83164148761021e-18,Gtf3c5
3.82285690350189e-18,Fibin
3.81684953205209e-18,Dcst1
3.81619463756891e-18,Tox3
3.81029382178141e-18,Degs2
3.80374623003738e-18,Tstd2
3.76348916255062e-18,Idh1
3.73712044169213e-18,Gxylt2
3.73408893309986e-18,Myl4
3.72235529418556e-18,Cyp2j9
3.71483212615563e-18,Col4a2
3.67095419578253e-18,Mrps30
3.67037236803921e-18,Gm28873
3.66706271534115e-18,Sntb2
3.65840295358008e-18,Ubc
3.53034672653831e-18,Cbr1
3.52192510822568e-18,Clec2h
3.51377410746807e-18,Acmsd
3.4839899393611e-18,Pvrl2
3.46944695195361e-18,Amotl2
3.44617384222075e-18,Tra2a
3.44382488184306e-18,Loxl2
3.42770351754584e-18,Guca2a
3.40089377464063e-18,Cep128
3.32911551261553e-18,Acadm
3.30546895065672e-18,Zscan12
3.29419180973057e-18,Fcer1g
3.2915159095192e-18,Zhx1
3.2776765277548e-18,Fam21
3.27498794234554e-18,Gm11766
3.25840585166088e-18,Hoxd10
3.24747560861308e-18,Vma21
3.23200710916738e-18,Fig4
3.2061901944172e-18,Gdpd5
3.18645134995307e-18,Sigmar1
3.16293282392498e-18,3110052M02Rik
3.15925428567222e-18,Rrnad1
3.11577957545611e-18,Fgd6
3.09469779137513e-18,Gm6712
3.09097240245815e-18,Nek3
3.06980909483872e-18,Birc3
3.05420122735217e-18,2610020H08Rik
3.0401149070688e-18,1700028J19Rik
3.0356578359374e-18,Foxj3
3.01496100532845e-18,Dpep1
2.99147681390266e-18,Pou5f2
2.9853229707012e-18,Mre11a
2.98381021856856e-18,Phf11c
2.97952093032129e-18,Fus
2.95351999563368e-18,Rpp30
2.94427569995375e-18,Frmd4b
2.93348347185902e-18,Maoa
2.92472628777814e-18,Pias4
2.91445905774018e-18,Rbm45
2.91414108211301e-18,1810010H24Rik
2.91147685228371e-18,Klhl26
2.90595828379269e-18,Cyp20a1
2.90056014011366e-18,4930532G15Rik
2.89566399199922e-18,Gm10306
2.89079625872806e-18,Sugp2
2.88491844543274e-18,Sall2
2.8847899020941e-18,2810021J22Rik
2.87761447762239e-18,Nde1
2.87062442617588e-18,Slc6a19
2.87029968510984e-18,Son
2.86193760265931e-18,Dnase1l1
2.83782557850584e-18,Cers5
2.82417630557385e-18,D7Ertd443e
2.81814626990382e-18,Ly6e
2.81043569921703e-18,Mcm5
2.80888032481947e-18,Sparc
2.79878358384118e-18,Nt5dc1
2.79762263453009e-18,Alg1
2.79742778989046e-18,Cttn
2.78495502677898e-18,Gabrb3
2.75479470027051e-18,Etfb
2.74819298501548e-18,Wfdc17
2.74583725919891e-18,2700097O09Rik
2.74012181643661e-18,Nsrp1
2.70861110832853e-18,Apobec2
2.68850963634065e-18,Fam228b
2.68747046492932e-18,Ddx39b
2.68711595593223e-18,D730045B01Rik
2.66724992121723e-18,Inca1
2.65538604760457e-18,Alas1
2.6379855079519e-18,Wdhd1
2.61705036475855e-18,Mars2
2.6157730498988e-18,Aim1
2.60550852603638e-18,Dck
2.58403891317184e-18,Cd52
2.57853066197511e-18,Mastl
2.57550515770984e-18,Chst15
2.5686964200252e-18,Urb1
2.567072714695e-18,Ccdc169
2.55936011437655e-18,Epas1
2.55619659515821e-18,Trpm6
2.55053798208246e-18,Abhd4
2.54103389354969e-18,Tapbpl
2.54032216937996e-18,Sim1
2.53803951030325e-18,A430046D13Rik
2.52492707494605e-18,C030010L15Rik
2.51960639554215e-18,Fancm
2.5183236683313e-18,Abca3
2.51031338870231e-18,Prps1l3
2.49418458242232e-18,Rsrp1
2.48682378492542e-18,Cep89
2.48621760160214e-18,Cox8a
2.48115434714747e-18,Zfp759
2.47618851501261e-18,Paip2b
2.46840014177875e-18,Pigg
2.45709915268056e-18,Herc1
2.43677036194645e-18,Slc43a2
2.4268075766579e-18,Trib1
2.42083166449888e-18,Smarcd3
2.41819517296897e-18,Cyp2a5
2.40195000114032e-18,Gm26704
2.40064833070061e-18,Vamp5
2.3814804892776e-18,Kctd17
2.37805717720642e-18,mt-Nd3
2.37298749558482e-18,Xrcc3
2.36602010835854e-18,Taf1b
2.34480369204393e-18,Galns
2.33380038225628e-18,Gba2
2.32756526922032e-18,BC021614
2.31356901384198e-18,Zc2hc1c
2.30253864229883e-18,Ythdc2
2.29594098630711e-18,Pgam1
2.29081007746368e-18,Fmo5
2.28521404469754e-18,Pgk1-rs7
2.27501683695194e-18,Rnf217
2.26424625826161e-18,Slc6a19os
2.26366172434274e-18,Zfp472
2.25725350063955e-18,Krit1
2.25168960370806e-18,Marf1
2.24886773915295e-18,Pag1
2.2422612880907e-18,Parp6
2.24147108483001e-18,Ythdf1
2.23177215165761e-18,Hoxd3os1
2.22873311651459e-18,Skp2
2.20938666750526e-18,Ankrd12
2.18111795770647e-18,Cmtm7
2.16951387694665e-18,Ccdc17
2.16134122678464e-18,Emilin1
2.14384309567618e-18,Fem1a
2.13616432255211e-18,Itga3
2.12989952615309e-18,Cdc42ep3
2.10597219848093e-18,5033403F01Rik
2.10257865434082e-18,Dtnbos
2.09983256270112e-18,Pdgfc
2.09921555467564e-18,Dennd4b
2.098509242857e-18,Agl
2.09099723780122e-18,Eif4e3
2.08747887131384e-18,Abca2
2.08091774869206e-18,Ltbp3
2.07892735657479e-18,Slc7a6os
2.07005380694525e-18,Vegfc
2.06372879814023e-18,2210404O09Rik
2.05946386547291e-18,Unc13a
2.05715482118459e-18,Tnk2
2.05523749580717e-18,Cmtm4
2.03405558323083e-18,Gm26631
2.01859046650456e-18,Pdpr
2.01181961527763e-18,Fam81a
2.01154087919594e-18,Tmtc4
1.97823597669799e-18,Tet2
1.97771639099233e-18,Arsb
1.96294608483861e-18,Arrdc2
1.96028523772874e-18,Dapk2
1.9267185127463e-18,Zfp180
1.92367406525217e-18,Prickle1
1.9218365720535e-18,Flywch1
1.8841151910574e-18,2010308F09Rik
1.87980966575682e-18,Npat
1.8613887287857e-18,F8
1.84240761347567e-18,Hdgfrp2
1.82942067700962e-18,Tubb6
1.80852629558549e-18,4430402I18Rik
1.80512733909428e-18,Glb1l
1.80280002812099e-18,Hba-a1
1.7964080414711e-18,Ldoc1l
1.76899313005845e-18,Dpagt1
1.76847489744056e-18,Nme2
1.73038277039407e-18,Adprh
1.71265732053939e-18,Uba6
1.70340761250835e-18,Ccdc151
1.69281022905325e-18,Xpnpep2
1.65002018125138e-18,Smpd4
1.64485679830134e-18,Coil
1.6242032665012e-18,Fam49b
1.62220069659395e-18,Hs1bp3
1.62122106104473e-18,Ugt1a6a
1.61583847787512e-18,Meis1
1.60818541341878e-18,Wdr44
1.60733838047152e-18,Zcchc7
1.60096280001091e-18,Kif20b
1.59356935927143e-18,Rbm6
1.58669744930128e-18,Nphp4
1.57876116666e-18,Pdss2
1.55650557893406e-18,Gm9828
1.55239219209756e-18,Defb19
1.55200791516941e-18,Cxx1b
1.55160198883686e-18,Anapc1
1.55062235328764e-18,2410016O06Rik
1.5369480482318e-18,Gm3839
1.51306604900011e-18,Ufl1
1.49679652159151e-18,Jund
1.49304407091903e-18,BC018473
1.47857313543557e-18,Atrnl1
1.47831875493383e-18,March10
1.46189768169441e-18,Slc18a1
1.45825347804394e-18,Nupr1
1.44674309861255e-18,Rapgef3
1.44234826951881e-18,Emb
1.42094783326677e-18,Kcnc3
1.42002773357966e-18,Lman2l
1.41567620329472e-18,Chtop
1.4144775155199e-18,Cenpm
1.41015560517204e-18,Rrbp1
1.40395305081068e-18,Gm44202
1.39806441281315e-18,Kif22
1.39568297832886e-18,Etv3
1.38321833374402e-18,Crip1
1.3731398594507e-18,1600002H07Rik
1.36516949591108e-18,Mcm10
1.33692581823614e-18,Ipcef1
1.31652734348161e-18,Tmem9
1.28616946615797e-18,Vrk1
1.28311554704942e-18,Prom2
1.27905087137282e-18,Irgm2
1.273374668156e-18,Kmt2b
1.25442061460146e-18,Gm7808
1.25273737340916e-18,Mzt2
1.2498201161659e-18,Ghr
1.23220832568433e-18,Nup88
1.20442672748461e-18,Cdo1
1.18679869994974e-18,Guf1
1.1800224363717e-18,Pvr
1.17707744082905e-18,Arhgap11a
1.13200405740659e-18,Capn2
1.13189648692846e-18,3300005D01Rik
1.13092158718646e-18,Dym
1.12983911696632e-18,Rpl37a
1.11236804761337e-18,2010111I01Rik
1.10939125450801e-18,Slamf1
1.10256086741897e-18,Adgra2
1.09170910346213e-18,Wrap53
1.09112998189436e-18,Prkag3
1.08403438960138e-18,Dtx2
1.07285517840296e-18,Rbl1
1.06570207987954e-18,Poc1b
1.04368463560203e-18,Zbtb49
1.04339304518648e-18,Unc119
1.04104408480879e-18,Naa30
1.03660595690624e-18,Clasrp
1.0297214463062e-18,Sox6os
1.02376786009546e-18,Alkbh2
1.01796581971555e-18,BC023829
1.01198246557376e-18,Spry2
9.92579186877872e-19,Slc35d2
9.91293753491464e-19,Kcp
9.84485015806826e-19,Nepn
9.82179354237942e-19,Mon1a
9.55588473280367e-19,Pxylp1
9.55518112716059e-19,1810032O08Rik
9.51577921114774e-19,Gm6483
9.45644631220668e-19,Rgs14
9.39603094304549e-19,P2rx5
9.17934746673031e-19,Pmaip1
9.09794570617629e-19,Dhx34
9.04030416695419e-19,Nup155
8.9965182465498e-19,Pacs2
8.79744097922911e-19,Lbx2
8.75501914043806e-19,Wnk4
8.68855546892188e-19,Paip1
8.6108341071163e-19,Fbp2
8.43525743741068e-19,Arid5b
8.10553700835808e-19,Hip1r
8.03566355564848e-19,Mecom
7.65642011402478e-19,Cpne2
7.45259097157368e-19,Clcn3
7.08019415409233e-19,Tmem14a
6.96640623763969e-19,Zfp354c
6.94163796591527e-19,Lcp1
6.87054673420801e-19,Atl3
6.78534956244465e-19,Gm11205
6.76473527018998e-19,Pm20d1
6.65069703249894e-19,Slc6a20a
6.51533413147127e-19,Kazn
6.48269765433425e-19,Amacr
6.41428553642183e-19,Alg14
6.34548102305461e-19,Tnfrsf11a
6.24747687549929e-19,Tbc1d4
6.03341838946793e-19,Afap1
5.74126982521227e-19,Trnp1
5.74039370087785e-19,Gpr155
5.66077801618705e-19,Esf1
5.39882022291479e-19,Nipal2
4.98537072233488e-19,AY074887
4.95998679567275e-19,Farsa
4.8612655115966e-19,Hyls1
4.82567930310972e-19,Chst11
4.62918389640002e-19,Adrb2
4.53667328521188e-19,Pi16
4.28643323207256e-19,Fkbp11
4.04562420072616e-19,Snrnp27
4.02923830776889e-19,Gm37276
3.98782029097104e-19,Hivep2
3.83080713986085e-19,Nup133
3.6033268687797e-19,Hcfc2
3.44471791977467e-19,Gm43597
3.43619346679112e-19,Tctn1
3.37384318211144e-19,Sel1l3
3.19718573354541e-19,Bmp6
3.19620981898757e-19,Gm16230
2.99800952168116e-19,Kdelc2
2.95219396961402e-19,Dyx1c1
2.92004460407606e-19,Rpl7a-ps3
2.76581965946257e-19,Sdf2l1
2.43903373952236e-19,Syngr3
2.24201231994007e-19,Ttc14
2.15974458320994e-19,Cbx3
2.0448234557456e-19,Pla1a
1.75305375606699e-19,Mal2
1.57672612264615e-19,Egf
1.48114400220838e-19,Pkm
1.44195858023956e-19,Cep152
1.34281107351422e-19,Tubb2b
1.25193093309516e-19,Nelfb
1.0468298881354e-19,Arhgdib
9.64724521938292e-20,Ndc1
8.77545076584307e-20,Zfp719
7.7028580864685e-20,Smg6
4.91143800629978e-20,Gm14508
4.23895338204197e-20,Ypel2
4.01488204647438e-20,Ddx56
0,Alpl
-5.35839672563169e-21,Gm7120
-5.54224752708245e-20,Scarf1
-7.11196465505324e-20,Plekha2
-7.34347797338425e-20,Arv1
-8.42648942862761e-20,Mterf2
-9.97171566786788e-20,Rgs12
-1.13377930856761e-19,Tmco6
-1.23174286348967e-19,Tjap1
-1.64037537158999e-19,Frzb
-1.92722997992531e-19,Slc22a23
-1.96108423605998e-19,Kbtbd8
-1.99652160489159e-19,Snapc4
-2.08299744460249e-19,Cyb5d2
-2.15230260044653e-19,Kat8
-2.34398101467663e-19,Fbxw8
-2.43263532570555e-19,Slc31a2
-2.5085266362952e-19,1500002F19Rik
-2.67640761927956e-19,Hdhd3
-3.3366637127693e-19,Gm34333
-3.3499205902465e-19,Zc3h4
-3.39763046519887e-19,Pea15a
-3.40922642743205e-19,Klhdc9
-3.44788414516856e-19,Ndor1
-3.69007670876507e-19,Zfp956
-3.72521978100558e-19,Zfp341
-3.72975939049127e-19,Gjb2
-3.78249260380895e-19,Cdon
-3.78864577046652e-19,Ccdc107
-3.83540848397628e-19,Ampd2
-3.89315827022039e-19,Gm10382
-4.09433536063216e-19,Limk2
-4.10007245279887e-19,Fbxl20
-4.44251190693803e-19,Arhgef10
-4.56477015286321e-19,BC025920
-4.61911692335278e-19,Safb
-4.72141035915538e-19,Cog6
-4.73272217295577e-19,S100a6
-4.78565496672029e-19,Ccl5
-4.94883735240538e-19,Kcnj1
-5.04171329729282e-19,Slc4a4
-5.0553524220665e-19,Rbfox1
-5.09280589168311e-19,0610007P14Rik
-5.12798617383744e-19,Gm128
-5.16035203341943e-19,Crtc3
-5.35801109561576e-19,Chmp4c
-5.5009986462565e-19,Slc6a9
-5.5613260647123e-19,Tgfb1
-5.76653535669407e-19,Spp1
-6.06767857193515e-19,C330027C09Rik
-6.08511649063761e-19,Dsp
-6.472522434265e-19,Tcte3
