avg,symbol
-6.50607901108913e-19,Ppp1r37
-6.64192902371586e-19,Fosl2
-6.83461548833846e-19,Dhx35
-7.00412863345162e-19,Eif3j2
-7.05819294686812e-19,Dzip3
-7.33633366993137e-19,Mlycd
-7.36296243734665e-19,Ctsl
-7.50790519982249e-19,Echdc3
-7.51372347725571e-19,Gm10311
-7.80501621349358e-19,Sirt6
-7.86360491415829e-19,Bco2
-8.03471639420586e-19,Gm1976
-8.14883581716342e-19,Wdr25
-8.16269143598112e-19,Sod2
-8.275430709408e-19,Spink10
-8.35547938218686e-19,Mylk
-8.35688659347303e-19,Slc23a1
-8.35731958156109e-19,Hprt
-8.39369058095757e-19,Vimp
-8.64558140118258e-19,Fam110c
-8.72200379872399e-19,Smu1
-8.72362750405419e-19,AY036118
-8.73640065265177e-19,Gm42595
-8.82050858875612e-19,Vta1
-8.83329526823145e-19,Ptgs1
-8.88145166214963e-19,Als2
-9.06617520521537e-19,Ccdc160
-9.21374634069448e-19,Gsto2
-9.24846319028582e-19,Fut11
-9.26043801709604e-19,Apln
-9.28678263607854e-19,Rsrc1
-9.39270234711858e-19,Rinl
-9.44583302997022e-19,1810011O10Rik
-9.49542877100923e-19,Zfp13
-9.59566551339357e-19,Slc26a4
-9.71830938933467e-19,B4galt6
-9.83784116339289e-19,Adgrf5
-9.84549964020034e-19,Tgm1
-1.01864777595423e-18,Mlxip
-1.01872354886964e-18,Synrg
-1.02320768175654e-18,Kalrn
-1.03748275778455e-18,Plcl2
-1.11141006146855e-18,Tssc4
-1.12149056539355e-18,Dcbld1
-1.13645301001134e-18,Actr5
-1.15256016688692e-18,Doc2g
-1.15982375348398e-18,Dnah7a
-1.16175033905585e-18,Dbn1
-1.17236125338871e-18,Efhd1
-1.17417709718298e-18,Spata1
-1.1747403199694e-18,Gm14286
-1.18049872326856e-18,Kif13a
-1.18346536821561e-18,Gm15563
-1.18558092095209e-18,Fgfr4
-1.19576764226743e-18,Cdca3
-1.20401538880096e-18,Cldn8
-1.21039655074864e-18,Syn3
-1.21787641996976e-18,Rasgef1b
-1.22968617007142e-18,Myo7b
-1.24199115029878e-18,Ppp2r2b
-1.24391524111507e-18,Neo1
-1.24531331905876e-18,Slc35g1
-1.24575442567347e-18,Mppe1
-1.24871599654136e-18,Yars
-1.25203647394162e-18,Lzts1
-1.26130512520151e-18,U2af1l4
-1.26157033040544e-18,Eogt
-1.26432521711568e-18,Rbm27
-1.27525816633903e-18,Ezh1
-1.27704390393031e-18,Krt222
-1.28357694998075e-18,Armc6
-1.3156397179011e-18,Gm26627
-1.32096005903306e-18,Ppp1r10
-1.33025171278513e-18,Blnk
-1.34228675200135e-18,Mir17hg
-1.35159328971894e-18,Rap1gapos
-1.35963130764732e-18,Ptgfr
-1.36646846017524e-18,Capn12
-1.36763617492521e-18,Cd27
-1.36805021978441e-18,Ptprs
-1.37631487991512e-18,Gm8973
-1.38617618362054e-18,Adck1
-1.40068940309698e-18,Pex5
-1.40399634961948e-18,Fam3a
-1.40473242936917e-18,Dennd3
-1.40506528896186e-18,Kcnk1
-1.41477809128395e-18,Otub2
-1.424400913269e-18,Elovl5
-1.42542925997812e-18,Susd2
-1.44942221240738e-18,Abca13
-1.45471007943273e-18,Syn2
-1.46454432138264e-18,Tmem191c
-1.48229717126477e-18,Stk32b
-1.49017180384429e-18,Apmap
-1.49364382707537e-18,Fbxo5
-1.49418235600989e-18,Polr3b
-1.49614162710833e-18,Sike1
-1.51338673080283e-18,Fancl
-1.51721190994322e-18,Isyna1
-1.53020696493592e-18,Psmc3ip
-1.55330146708247e-18,Zmym5
-1.56843440075993e-18,Tbc1d23
-1.60458078758573e-18,Ccdc92
-1.63212153616147e-18,Galc
-1.6437256169213e-18,Fam219a
-1.64568488801974e-18,Epb41l2
-1.64791477667322e-18,Dusp6
-1.67914945487516e-18,Hsp90b1
-1.67977728760284e-18,Hgd
-1.68641469054795e-18,Pla2g7
-1.71624367968747e-18,Usp43
-1.78529648466143e-18,Gm21887
-1.79007017833222e-18,Abcc10
-1.81460165969599e-18,Bin1
-1.81881517502786e-18,Ulk1
-1.83749319867626e-18,Acsm5
-1.85743230013112e-18,Slc12a7
-1.90693366329781e-18,Vamp1
-1.917374088571e-18,Nap1l5
-1.92215860694399e-18,Ltc4s
-1.92610421089637e-18,Slc25a4
-1.92772791622657e-18,Hnrnpr
-1.93016618039742e-18,Pard6g
-1.9376541681452e-18,Fam65a
-1.95348529511464e-18,Ercc8
-1.95524963700548e-18,Mfsd2a
-1.95934687135667e-18,Agrn
-1.9953552432294e-18,Phf13
-2.00767916668562e-18,Opa1
-2.01088192544944e-18,Gm10638
-2.06872304511837e-18,2310015A10Rik
-2.09590048962648e-18,Lmna
-2.09715615508184e-18,Plk3
-2.10354272938062e-18,Eri3
-2.1049499406668e-18,Frk
-2.10653440645152e-18,Gm10399
-2.11040559057627e-18,Fam193b
-2.11058284507481e-18,Efcab7
-2.11252723220773e-18,Naa15
-2.12499728914366e-18,Zc3h18
-2.13335937159419e-18,Pik3r4
-2.18687128692648e-18,Rars2
-2.19559599690076e-18,Miox
-2.1975552679992e-18,Brd1
-2.19815062662027e-18,Icmt
-2.23053272325556e-18,Aste1
-2.24209891755768e-18,Guca2b
-2.2426753329499e-18,Tpm2
-2.24823652370584e-18,Zfp612
-2.25533482217436e-18,Prpsap2
-2.26476584396727e-18,4931406C07Rik
-2.26669467059077e-18,Phf21b
-2.26950706353146e-18,Usp54
-2.27132290732573e-18,Ebi3
-2.27442350796253e-18,Gm26935
-2.30365088045001e-18,Entpd2
-2.3039620906383e-18,Tbk1
-2.31788807002032e-18,Pde1a
-2.32327335936548e-18,Ptcd2
-2.32887006867551e-18,BC021891
-2.32930813084272e-18,Ovol3
-2.33146495275634e-18,Grik5
-2.3538010492049e-18,Cdc42ep1
-2.35809642634717e-18,Gstt2
-2.36530026566215e-18,Dlg2
-2.3713891606504e-18,Serhl
-2.37725885541908e-18,Pacs1
-2.3803087152643e-18,Epb41l3
-2.39079785169739e-18,Vhl
-2.39279771542909e-18,D230017M19Rik
-2.39477592975638e-18,Lnx2
-2.39632927452227e-18,Ddx21
-2.40840422982786e-18,Gtf2e1
-2.44837444270628e-18,Lipt1
-2.45651461876169e-18,Gm15634
-2.46283624484726e-18,Rorc
-2.46550994629099e-18,Mad2l2
-2.46644628303141e-18,Zfyve1
-2.46970993074511e-18,Trp53i13
-2.47201559231399e-18,Amn
-2.47841299131498e-18,Rplp0
-2.48228823470306e-18,Kdm6a
-2.48613371016008e-18,Bex2
-2.50263867484157e-18,Zfp800
-2.51167730117968e-18,D8Ertd82e
-2.54363046899024e-18,Kcnab2
-2.54532047562142e-18,Pikfyve
-2.56024773995706e-18,Acvr2a
-2.56486988779703e-18,Gm15883
-2.5808687976506e-18,mt-Co1
-2.58627032404906e-18,2700012I20Rik
-2.59584477314614e-18,Lemd3
-2.59711261639147e-18,Lypd6
-2.60132748481112e-18,Cndp1
-2.60292277529804e-18,Brip1
-2.61074497572628e-18,Pbxip1
-2.61102641798351e-18,Atr
-2.62006572086551e-18,9230102O04Rik
-2.63559916852443e-18,Ero1lb
-2.63758482483448e-18,Smarcad1
-2.65699622205702e-18,Slit2
-2.67272722053111e-18,Aadat
-2.69257972436835e-18,Rnf128
-2.69741498353291e-18,Cldn19
-2.70237607986056e-18,Gm37494
-2.70876806651045e-18,Sipa1l1
-2.71046213240496e-18,Prkar2a
-2.71743188753484e-18,Trf
-2.72851773567678e-18,Lrp4
-2.75437794923576e-18,Gm15972
-2.77197350266403e-18,Lin37
-2.78813072378729e-18,Zfp518b
-2.79934105600455e-18,Slc4a7
-2.79990867632623e-18,Pold1
-2.8015151297873e-18,Oxgr1
-2.81179216971163e-18,Gm13528
-2.81339151946188e-18,Pitpnm1
-2.84008794126592e-18,Mafb
-2.84768688221125e-18,Wdr34
-2.85754818591667e-18,Pwp2
-2.86293888761293e-18,Atp6v1c2
-2.86720382028026e-18,Car12
-2.87627830344441e-18,Atp13a2
-2.88723222552827e-18,BC052040
-2.89767535697701e-18,1110034G24Rik
-2.91116022974432e-18,Cntfr
-2.92111354341844e-18,Dyrk2
-2.92755153505269e-18,Gm8394
-2.9292618380005e-18,Serpina1a
-2.9357891334279e-18,Ppt1
-2.94419722086279e-18,Gm16548
-2.95100866472298e-18,Jun
-2.95661586046327e-18,5430403G16Rik
-2.99426688089505e-18,Aqp6
-3.00107832475524e-18,Pigo
-3.02053572696214e-18,Srgap2
-3.02732281524237e-18,Pebp1
-3.05048767795323e-18,Gns
-3.05774022842812e-18,BC026585
-3.06146392598538e-18,Fbxl22
-3.0770731465597e-18,Nod1
-3.09507733249607e-18,Cdc25b
-3.0967742737021e-18,1700064H15Rik
-3.12120004508343e-18,Dqx1
-3.13621661321223e-18,Dnhd1
-3.15355507996322e-18,Gamt
-3.16889571261417e-18,Mycn
-3.17286228942707e-18,Smad9
-3.20532421824109e-18,Sestd1
-3.24498592710677e-18,Ptprd
-3.26286562896783e-18,Trim46
-3.2996290238191e-18,Pnisr
-3.30945650033014e-18,Serpinb1a
-3.31038065928058e-18,RP23-235M8.7
-3.31842341301617e-18,Ncam1
-3.34202396999062e-18,Acap1
-3.3460737617017e-18,A330041J22Rik
-3.34949977994842e-18,Stra6l
-3.3548350050459e-18,Wwp1
-3.41799984856623e-18,9530034E10Rik
-3.44213081594855e-18,Il18bp
-3.4636665609781e-18,Amd2
-3.47074591621777e-18,Gas6
-3.48013752932923e-18,Igfbp6
-3.49121542808049e-18,Glt1d1
-3.4944736634431e-18,Tmed9
-3.54343379149972e-18,Cbfb
-3.58809110043132e-18,Commd2
-3.59013155679627e-18,Fam78a
-3.62429972929478e-18,Gm10639
-3.63028037726102e-18,Slc34a3
-3.6593825891293e-18,Hk1
-3.6682750819877e-18,Spp2
-3.6837327567312e-18,Trpm7
-3.6934425146058e-18,Npc1
-3.70428886621153e-18,Phlpp2
-3.71181203424146e-18,H2-K1
-3.73206505206015e-18,4930539J05Rik
-3.7332665940045e-18,B4galt3
-3.7763489087658e-18,Zmpste24
-3.78146899290704e-18,Depdc7
-3.78442143043245e-18,Acad10
-3.79203390225554e-18,Kmo
-3.79206096401104e-18,AI661453
-3.79529213761814e-18,Ndufb2
-3.80847992305081e-18,Gm26982
-3.83124909215542e-18,Mfsd7a
-3.85898468537078e-18,Heatr5b
-3.87248714827917e-18,AI846148
-3.88658767598418e-18,Glmp
-3.88892851783522e-18,Nt5dc3
-3.89100415448232e-18,Psat1
-3.90031339837547e-18,Nhlrc2
-3.91072676189315e-18,Pantr1
-3.92382498982871e-18,Cldn7
-3.93914701752275e-18,1700024P16Rik
-3.94816264136869e-18,Shq1
-3.94990677151088e-18,Nupl2
-3.9507118587371e-18,2700038G22Rik
-3.96907461293389e-18,Camsap3
-3.96942912193098e-18,Ftsj3
-3.9750890880945e-18,9430065F17Rik
-3.98312101712789e-18,Kifc2
-3.99801513081304e-18,A930015D03Rik
-4.00246070069835e-18,Poglut1
-4.00597872891378e-18,Usp49
-4.00949134477811e-18,Efcab12
-4.01327728437303e-18,2310040G24Rik
-4.04410941896186e-18,Eno1b
-4.04601118382986e-18,Fads6
-4.05015433859742e-18,Mzb1
-4.05311489464949e-18,Cat
-4.05623037925181e-18,Gm11940
-4.06037556365103e-18,Cacna1d
-4.07795758620154e-18,Ept1
-4.09686648045158e-18,Hpdl
-4.1011873971256e-18,Kin
-4.11839867362572e-18,Rps6ka4
-4.1213152543251e-18,Hist2h2aa2
-4.12813008090472e-18,Lonp1
-4.13054804875894e-18,Lrrfip1
-4.14385837320326e-18,Strada
-4.14846969634103e-18,Enthd2
-4.20587309211469e-18,Tfcp2
-4.22078411939703e-18,Ncs1
-4.22186658961716e-18,Phldb3
-4.22579054416515e-18,Ikzf4
-4.23912657727719e-18,Mep1a
-4.24324740609646e-18,Tmem30b
-4.27786818645576e-18,Acap3
-4.29532031257986e-18,Sec23a
-4.30197479825813e-18,Tgoln1
-4.31260194964429e-18,D17H6S53E
-4.34113434242325e-18,Gm12781
-4.35560037296353e-18,Pnpla7
-4.36275414803084e-18,Timm23
-4.37136113936867e-18,Kcnj2
-4.41509293626206e-18,Mon2
-4.42065277393022e-18,Pygb
-4.46063245842306e-18,Atp6v0e2
-4.46207214381584e-18,Tcp11l2
-4.47328924147197e-18,Anxa6
-4.47437983021876e-18,Tbc1d15
-4.4784695380192e-18,Wnk2
-4.50165266741502e-18,Lyst
-4.50796076262284e-18,Zfp27
-4.52243609564158e-18,Tvp23b
-4.56352801828561e-18,Gm10501
-4.58088407517767e-18,Prrc2c
-4.58372014715442e-18,Ercc2
-4.60975084977308e-18,2810417H13Rik
-4.6117331233637e-18,C730034F03Rik
-4.63054780887739e-18,Akr1c21
-4.63465848953834e-18,Engase
-4.63938211896145e-18,Zfp438
-4.64856281951596e-18,Slc38a6
-4.65871233091748e-18,Gng3
-4.66533840175247e-18,Fam120c
-4.67056943909127e-18,Qpctl
-4.67093477279056e-18,2510009E07Rik
-4.67119456564339e-18,Crebl2
-4.67461923080234e-18,Man2b2
-4.69287644415266e-18,Srpk2
-4.70623547975688e-18,Gm27003
-4.71328371397773e-18,Pomk
-4.73264640004036e-18,Atp1a1
-4.74287811152423e-18,Rsph10b
-4.74743835559848e-18,Hsd11b2
-4.76226278526321e-18,Chka
-4.76593506548501e-18,Gstm2
-4.77304418865573e-18,Fam151a
-4.77442704436195e-18,Adal
-4.78883320076818e-18,Gstm6
-4.78885637239633e-18,Elmsan1
-4.81782056931155e-18,Hmx2
-4.83024191508758e-18,Sept10
-4.83163830167155e-18,Bri3bp
-4.840157342304e-18,Cryl1
-4.88414893205021e-18,Krtcap3
-4.88419764321012e-18,Gm11468
-4.89330663011254e-18,Patz1
-4.92200291564828e-18,Knstrn
-4.92493640994484e-18,Rcn2
-4.93064508726827e-18,Arl4c
-4.9321145405921e-18,Ptpn22
-4.94745179052361e-18,Pdia4
-4.94906873041493e-18,1700029I15Rik
-4.95476928921171e-18,Sirt7
-4.96073911247575e-18,Smap2
-4.96843006338979e-18,Ciart
-4.97713312395966e-18,Slc17a3
-4.97812899656219e-18,Dnajc3
-4.98129251578053e-18,Sec22c
-4.98254547506033e-18,Rnf183
-4.99662029409761e-18,Sgtb
-5.00237903566872e-18,Tmprss4
-5.0168137760542e-18,Ifit3
-5.05892457379294e-18,Sag
-5.06761680966061e-18,Slco1a1
-5.07348244516595e-18,Gm20390
-5.07493701452426e-18,Cchcr1
-5.08023841242736e-18,Gtf2ird1
-5.08118557386998e-18,Ctnna2
-5.08143454202061e-18,Map2k1
-5.11542951928389e-18,Acp6
-5.11692332818768e-18,Lama1
-5.12425165157798e-18,Gm11713
-5.13338770023591e-18,Vasn
-5.13561877284118e-18,Gm26870
-5.15694766457711e-18,Gm16223
-5.16188372878091e-18,Neurl1b
-5.20382606709164e-18,Wdr66
-5.20533949576817e-18,Zc3hav1
-5.20624877075308e-18,Mfge8
-5.22207448537143e-18,Srek1
-5.24070379785992e-18,4930412M03Rik
-5.24398097645137e-18,Slc22a13
-5.27802737105012e-18,Phyhd1
-5.28342889744858e-18,Tbx2
-5.3101483217448e-18,Zfp820
-5.32641920224117e-18,Tmem63a
-5.33878845413786e-18,Zfp951
-5.3436521281457e-18,Pcnx
-5.36911182772323e-18,1700017B05Rik
-5.37942337138583e-18,Akr1c18
-5.40998319705991e-18,Dnajb5
-5.41573382010437e-18,Ermp1
-5.43050615588975e-18,Kif27
-5.43605719848737e-18,Clasp2
-5.44352624300629e-18,Gsta4
-5.44709839473273e-18,Cul5
-5.44976127147426e-18,Tyw1
-5.48864360178145e-18,Mogs
-5.54519455225676e-18,Lig3
-5.55049730324764e-18,Inpp1
-5.5597402458398e-18,Col4a3bp
-5.56611599543639e-18,Tfrc
-5.57436441851381e-18,Nsun5
-5.57457008785563e-18,Irf2bp2
-5.58939992987146e-18,Taf1d
-5.59033085426077e-18,Lpar6
-5.61810704010939e-18,Zfp207
-5.63559975886675e-18,Gm1604a
-5.63803396377427e-18,Zfp385a
-5.66805762841744e-18,Sh3bgr
-5.67059060873255e-18,Vps37c
-5.67171096541039e-18,Asah2
-5.672604003342e-18,Rbm8a2
-5.67376765882865e-18,Tmem57
-5.67680940014722e-18,Ier2
-5.68529596667307e-18,Hmgxb4
-5.72734993472524e-18,Myo10
-5.74376559561356e-18,Col6a6
-5.74853928928435e-18,Nol12
-5.75731271041853e-18,Hoxd9
-5.76680191498578e-18,Fhl3
-5.76998843669629e-18,Aspg
-5.7700371478562e-18,Zfp937
-5.77054049650856e-18,Vps16
-5.82344081616648e-18,Nhej1
-5.82507534619888e-18,Rpl27-ps3
-5.8284797150412e-18,AI429214
-5.84854600674692e-18,Gm20512
-5.85998501079818e-18,Zbtb6
-5.86824967092889e-18,Insig1
-5.88346378987287e-18,Upf1
-5.88778555222675e-18,Exoc8
-5.94419036922234e-18,Uba1
-5.96068721537718e-18,Eefsec
-5.96811566726284e-18,Sfxn4
-5.98927796006645e-18,Zbtb34
-5.99796748975857e-18,Nelfe
-6.00732003246052e-18,Zfp276
-6.01403134782534e-18,Tada2b
-6.03603390813733e-18,Brca2
-6.06830640466283e-18,Ncoa3
-6.06869609394208e-18,Cdkl1
-6.07409491416499e-18,Wfdc3
-6.11473084622879e-18,Irf5
-6.12052476808206e-18,Zfp94
-6.15224114553196e-18,Id1
-6.15722050854458e-18,Mettl7a2
-6.17032922291039e-18,Zc3h10
-6.18982992392609e-18,Usp4
-6.20645666650734e-18,Tspan8
-6.22893416062841e-18,Ddx55
-6.23490077030898e-18,Ppp1r13l
-6.25667787237042e-18,Sipa1l2
-6.26120801024168e-18,Thap1
-6.27295281213013e-18,1700084E18Rik
-6.31970199476213e-18,Edaradd
-6.32466241454589e-18,Ydjc
-6.37187976554811e-18,Gm7854
-6.39450880549999e-18,Zfp961
-6.3985788935277e-18,Hbb-bt
-6.44277074026464e-18,3010003L21Rik
-6.44504934007802e-18,Wwp2
-6.46040959250171e-18,Mettl16
-6.46140546510423e-18,Vps26b
-6.46703431024893e-18,Kif12
-6.47494530706241e-18,Gm13205
-6.49733265171046e-18,Atrx
-6.50574344532089e-18,Mov10
-6.54686648898376e-18,2010107G23Rik
-6.54872292541128e-18,Stoml1
-6.5520623460404e-18,Nubp1
-6.55545047782941e-18,Rbm4
-6.60515209798683e-18,Tmem241
-6.64136343302584e-18,Magohb
-6.68789713642965e-18,Chrd
-6.6946155555053e-18,Gnaz
-6.69867211265525e-18,Ankrd52
-6.6994986801499e-18,Gypc
-6.70655249585782e-18,Gpatch8
-6.73934051882566e-18,Gm15234
-6.74123484171089e-18,Fam172a
-6.75453569454078e-18,Xrcc2
-6.9760496942133e-18,Mcph1
-6.98682568525473e-18,Rps24
-7.00667818909198e-18,Cd82
-7.01196064376623e-18,Car3
-7.03842162829738e-18,6330416G13Rik
-7.04616670272244e-18,Traf6
-7.05848521382755e-18,Jarid2
-7.06052025784141e-18,Scand1
-7.07331234966783e-18,Phf6
-7.0824186303947e-18,Mapk1ip1
-7.1200473248782e-18,Cldn4
-7.13464781851613e-18,Cnot1
-7.13733234466206e-18,Gm10644
-7.16086795342331e-18,1700055D18Rik
-7.20854400118131e-18,Trip10
-7.26774768023983e-18,BC048403
-7.28875639758096e-18,Rnf24
-7.32432095666344e-18,Fam151b
-7.32640712202479e-18,Cd55
-7.35220809570962e-18,Lrfn4
-7.35550421752993e-18,Gpt2
-7.39156197710646e-18,Heatr1
-7.43102816478863e-18,Adra2b
-7.45859868129542e-18,Nprl3
-7.48569291090536e-18,Cyp2u1
-7.51306858277253e-18,Psmb5
-7.52085830909416e-18,Gm9951
-7.54299888435922e-18,Slc7a8
-7.55293866715559e-18,Dusp5
-7.55564213653037e-18,Dennd5b
-7.57296571931583e-18,Pik3cd
-7.60379007364996e-18,Cited4
-7.60433976555862e-18,Fancc
-7.60814194220684e-18,Magt1
-7.62501224058761e-18,Fcmr
-7.63676719063437e-18,Akr1c14
-7.6533242491952e-18,Kdm2a
-7.6736043287694e-18,Azin2
-7.67475715955384e-18,Maged2
-7.67859181030866e-18,Zfp85
-7.70419223101481e-18,Gata3
-7.70946115481131e-18,Akr1c12
-7.71515359508144e-18,Lyn
-7.72831778604604e-18,Cml5
-7.73281003745959e-18,Tmem214
-7.75344462603088e-18,Zbtb33
-7.76826121201491e-18,Mms22l
-7.77278566268911e-18,Spns3
-7.78114233278854e-18,Pde4d
-7.78364283899705e-18,Ntmt1
-7.79813711524463e-18,Ccbl1
-7.79825009807386e-18,Trim68
-7.81538086585136e-18,Fra10ac1
-7.8215293812697e-18,Gm13031
-7.84020190799901e-18,Endou
-7.85675287766485e-18,Msh2
-7.86436264331239e-18,Rpl10
-7.87462446099925e-18,Pkd2
-7.87786104695745e-18,Gng11
-7.88265639003264e-18,Pold2
-7.88638482339711e-18,Il18
-7.89782179781671e-18,St7
-7.91138785585053e-18,Szt2
-7.91620484833012e-18,Wdr11
-7.93880412035095e-18,Papolg
-7.95359134010186e-18,Tchhl1
-7.9647374006498e-18,Nup98
-7.9887168222013e-18,Gstm1
-7.99908688691018e-18,Tmem27
-8.00272398684982e-18,Mapk8ip3
-8.0033085207687e-18,Ugt1a9
-8.03597747201232e-18,Kif1b
-8.04889134173851e-18,Pxk
-8.04999546136305e-18,Trmu
-8.06263600735865e-18,Ap4e1
-8.06324151413804e-18,Samd15
-8.08382265574221e-18,Lamb3
-8.10311227506499e-18,Ier3
-8.10575079622656e-18,Lepr
-8.1107721049602e-18,Spidr
-8.11222160023935e-18,St6gal1
-8.11718980027782e-18,Ints12
-8.13831420662372e-18,H2afz
-8.15668372625938e-18,Mrgbp
-8.16177133629401e-18,Cln5
-8.16558974999553e-18,Gm4477
-8.17654705479883e-18,Caml
-8.18494567061929e-18,Sept6
-8.20633392908135e-18,Tusc1
-8.21614246236353e-18,Tubgcp2
-8.2388756900741e-18,Mtif3
-8.25465810588365e-18,Slc47a1
-8.26201890338055e-18,Rbm5
-8.26490639269276e-18,Bcam
-8.26700909109537e-18,Gm26549
-8.27572568254299e-18,Trmt5
-8.30620533776639e-18,Atad3a
-8.32885061477158e-18,Hpd
-8.34401602255565e-18,Arhgap22
-8.36685073184936e-18,Sergef
-8.37994320916187e-18,Ttr
-8.38373726728344e-18,Mlph
-8.39488400437526e-18,9230111E07Rik
-8.4028699284243e-18,Echs1
-8.40938369297395e-18,Gtpbp3
-8.45842230012154e-18,Kl
-8.49245516384253e-18,Atp6v1g1
-8.51367969868379e-18,Phtf1os
-8.52467286031313e-18,S100a8
-8.54280085378093e-18,Cers6
-8.5841850433844e-18,Gm10146
-8.59722745644923e-18,Pcsk9
-8.61214118990712e-18,Kank2
-8.63087063089097e-18,Elp5
-8.6400175042511e-18,Acadsb
-8.65313704331911e-18,Alkbh1
-8.69103432572598e-18,Sdr39u1
-8.69992681858438e-18,Sp2
-8.72047075027473e-18,A430105I19Rik
-8.74895730720531e-18,Camk2n1
-8.7589933072277e-18,Gm42997
-8.75981448351325e-18,Dnttip1
-8.76066963498715e-18,Hnrnpul1
-8.77138338399092e-18,Hdac8
-8.77822730195772e-18,Ccdc134
-8.81724223486687e-18,Heatr6
-8.85517469755589e-18,Zfp882
-8.87157412139091e-18,Card6
-8.89062559726526e-18,Fntb
-8.89893896855588e-18,Anapc7
-8.9007443259199e-18,Rassf4
-8.90143406241329e-18,Amt
-8.932387298358e-18,Zeb2os
-8.93410301365691e-18,Slc3a2
-8.94369911215839e-18,Arhgap31
-8.95898562129834e-18,Cdkn1c
-8.97086370233264e-18,Chd6
-8.98171005393837e-18,Fgf1
-9.00653109608603e-18,Copg2
-9.01024396894109e-18,Tmem102
-9.0111857180326e-18,Acaa2
-9.04750530009362e-18,Nuak1
-9.05250360633509e-18,Tbce
-9.06564750098306e-18,Crybg3
-9.07023446854087e-18,Fhod1
-9.07998752522427e-18,Mrps22
-9.08445271488232e-18,Wdr41
-9.1353775263885e-18,Mccc2
-9.13933936739418e-18,Ktn1
-9.17055780854283e-18,Tbc1d31
-9.20316587083657e-18,Gm15990
-9.21899293854269e-18,Plekho1
-9.23640447203354e-18,Plekhg6
-9.23648024494894e-18,Tmem259
-9.25797810352079e-18,mt-Nd1
-9.26109561775477e-18,Mdh1
-9.2759362844728e-18,Arsa
-9.27643963312516e-18,AA474408
-9.2978130076217e-18,Tmem176b
-9.2994800117607e-18,Col4a4
-9.32444177503698e-18,Vpreb1
-9.3311422656996e-18,Gxylt1
-9.33537472426032e-18,Sult1c2
-9.37071737694767e-18,4930458D05Rik
-9.37488759347074e-18,Fan1
-9.38196424253486e-18,Mrps27
-9.40461594670698e-18,Gm5218
-9.41082425169139e-18,C030014I23Rik
-9.42919241823927e-18,Odf2
-9.45119362546348e-18,Apobec1
-9.45143718126301e-18,Snrnp200
-9.45425160383536e-18,Hbb-bs
-9.49991561007168e-18,Fam214b
-9.51256427459394e-18,Uqcrc2
-9.53032761090633e-18,Wnk1
-9.53799116179293e-18,1700040D17Rik
-9.54851852295567e-18,Ace
-9.55544092001342e-18,Hes1
-9.56135120741535e-18,Thumpd2
-9.56210893656944e-18,Slc22a30
-9.57058467839308e-18,Itm2c
-9.57631094585759e-18,Ddx5
-9.58150680291423e-18,A330017A19Rik
-9.59973560142127e-18,Gm17092
-9.60447952716101e-18,Smim20.1
-9.61310410863992e-18,Chic1
-9.61795357522612e-18,Tesc
-9.63138703065797e-18,Wbscr27
-9.63343289937402e-18,A330069E16Rik
-9.64830604019866e-18,Tmem108
-9.67906984385484e-18,Ckb
-9.68962934085224e-18,Ccdc88a
-9.71001766744845e-18,Zfp653
-9.71998992435143e-18,Rundc3a
-9.72473926244227e-18,Hsd3b3
-9.74086806872225e-18,BC022687
-9.7672749297424e-18,Zcchc10
-9.7843021863051e-18,Gm19412
-9.82172318181511e-18,Srprb
-9.8419924366871e-18,Acot13
-9.84587038625073e-18,Kitl
-9.85529430433282e-18,Sulf2
-9.86004803995893e-18,Cdkn2aipnl
-9.8817353308193e-18,Zbtb44
-9.88261754404871e-18,Rbks
-9.90746023560077e-18,Rnf146
-9.93632971637172e-18,Invs
-9.99128943562344e-18,Pars2
-1.00230491118821e-17,Rnaseh2a
-1.00235443420079e-17,Ak1
-1.00400411881627e-17,Ankrd11
-1.00518942370732e-17,Tmem220
-1.00540591775134e-17,Polr3a
-1.00802657815428e-17,Acox3
-1.01680595287468e-17,Lrrc24
-1.02687996197835e-17,Dpp9
